name,occurrence_no,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,description,full_description
Dinosauropodes,519621,Unknown,Unknown,Unknown,83.6,72.1,Utah,-110.928955,39.033054,Ornithischia,Unknown,"The Blackhawk Formation is a geological formation in east-central Utah, USA. It was named for the former town of Blackhawk on the east side of the Wastach Plateau, Carbon County. The formation is composed of mostly light-brown, light-gray and brownish-gray, thin- to medium-bedded, fine- to medium-grained quartzose sandstone that is interbedded with shaly siltstone, shale, carbonaceous shale, and coal.","Dinosauropodes is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 83.6 to 72.1 million years ago. Fossils were discovered in the Utah region at approximately latitude 39.033054 and longitude -109.703056. Description: The Blackhawk Formation is a geological formation in east-central Utah, USA. It was named for the former town of Blackhawk on the east side of the Wastach Plateau, Carbon County. The formation is composed of mostly light-brown, light-gray and brownish-gray, thin- to medium-bedded, fine- to medium-grained quartzose sandstone that is interbedded with shaly siltstone, shale, carbonaceous shale, and coal."
Diplodocus,149598,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-107.779167,36.903057,Saurischia,Diplodocidae,"Diplodocus (, , or ) is an extinct genus of diplodocid sauropod dinosaurs known from the Late Jurassic of North America. The first fossils of Diplodocus were discovered in 1877 by S. W. Williston.","Diplodocus is a dinosaur classified under the 'Saurischia' class and belongs to the Diplodocidae family. It was a sauropod with a herbivorous diet. The estimated maximum length was 26.0 meters. Fossil records date from 150.8 to 145.0 million years ago. Fossils were discovered in the Wyoming region at approximately latitude 41.98 and longitude -106.145699. Description: Diplodocus (, , or ) is an extinct genus of diplodocid sauropod dinosaurs known from the Late Jurassic of North America. The first fossils of Diplodocus were discovered in 1877 by S. W. Williston."
Dongbeititan,826856,Unknown,Unknown,Unknown,129.4,125.0,Liaoning,120.717308,41.765495,Saurischia,Unknown,"Dongbeititan is a genus of sauropod dinosaur from the Early Cretaceous-age Yixian Formation of Beipiao, Liaoning, China. It is based on holotype DNHM D2867, a partial postcranial skeleton including bones from the limbs, shoulder and pelvic girdles, and vertebrae, which was described in 2007.","Dongbeititan is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 129.4 to 125.0 million years ago. Fossils were discovered in the Liaoning region at approximately latitude 41.765495 and longitude 120.717308. Description: Dongbeititan is a genus of sauropod dinosaur from the Early Cretaceous-age Yixian Formation of Beipiao, Liaoning, China. It is based on holotype DNHM D2867, a partial postcranial skeleton including bones from the limbs, shoulder and pelvic girdles, and vertebrae, which was described in 2007."
Dongyangopelta,1151791,Unknown,Unknown,Unknown,113.0,93.9,Zhejiang,119.209999,28.709999,Ornithischia,Nodosauridae,"Dongyangopelta (meaning ""Dongyang shield"") is an monospecific genus of nodosaurid dinosaur that lived in China during the Early to Late Cretaceous period (Albian to Cenomanian stages, 105-96 Ma) in what is now the Chaochuan Formation. The type and only known species, Dongyangopelta yangyanensis, is known from a partial postcranial skeleton preserving osteoderms and ossified tendons.","Dongyangopelta is a dinosaur classified under the 'Ornithischia' class and belongs to the Nodosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 113.0 to 93.9 million years ago. Fossils were discovered in the Zhejiang region at approximately latitude 28.709999 and longitude 119.209999. Description: Dongyangopelta (meaning ""Dongyang shield"") is an monospecific genus of nodosaurid dinosaur that lived in China during the Early to Late Cretaceous period (Albian to Cenomanian stages, 105-96 Ma) in what is now the Chaochuan Formation. The type and only known species, Dongyangopelta yangyanensis, is known from a partial postcranial skeleton preserving osteoderms and ossified tendons."
Dongyangosaurus,984121,Unknown,Unknown,Unknown,100.5,93.9,Zhejiang,120.210831,29.266666,Saurischia,Unknown,"Dongyangosaurus is a genus of titanosaurian sauropod dinosaur from the Late Cretaceous. The only species is Dongyangosaurus sinensis, from which only a single fragmentary skeleton is known, coming from the Zhejiang province of eastern China.","Dongyangosaurus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 100.5 to 93.9 million years ago. Fossils were discovered in the Zhejiang region at approximately latitude 29.266666 and longitude 120.210831. Description: Dongyangosaurus is a genus of titanosaurian sauropod dinosaur from the Late Cretaceous. The only species is Dongyangosaurus sinensis, from which only a single fragmentary skeleton is known, coming from the Zhejiang province of eastern China."
Draconyx,489359,Unknown,Unknown,Unknown,152.1,145.0,Estremadura,-9.334167,39.283611,Ornithischia,Unknown,"Draconyx (meaning ""dragon claw"") is a genus of dinosaur from the Late Jurassic. It was an ornithopod which lived in what is now Portugal and was a herbivore.","Draconyx is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 152.1 to 145.0 million years ago. Fossils were discovered in the Estremadura region at approximately latitude 39.283611 and longitude -9.334167. Description: Draconyx (meaning ""dragon claw"") is a genus of dinosaur from the Late Jurassic. It was an ornithopod which lived in what is now Portugal and was a herbivore."
Dracopelta,478018,Unknown,Unknown,Unknown,150.8,145.0,Lisboa,-9.415289,39.056244,Ornithischia,Unknown,"Dracopelta (meaning “dragon shield”) is a monospecific genus of ankylosaur dinosaur from Portugal that lived during the Late Jurassic (uppermost lower Tithonian-upper Tithonian, 152.1-145.0 Ma) in what is now the Lourinhã Formation. The type and only species is Dracopelta zbyszewskii, which is represented by a partial skeleton including unpublished material.","Dracopelta is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 150.8 to 145.0 million years ago. Fossils were discovered in the Lisboa region at approximately latitude 39.056244 and longitude -9.415289. Description: Dracopelta (meaning “dragon shield”) is a monospecific genus of ankylosaur dinosaur from Portugal that lived during the Late Jurassic (uppermost lower Tithonian-upper Tithonian, 152.1-145.0 Ma) in what is now the Lourinhã Formation. The type and only species is Dracopelta zbyszewskii, which is represented by a partial skeleton including unpublished material."
Dracoraptor,1311443,Unknown,Unknown,Unknown,201.3,199.3,Wales,-3.169722,51.406387,Saurischia,Unknown,"Dracoraptor (meaning ""dragon thief"") is a genus of coelophysoid dinosaur that lived during the Hettangian stage of the Early Jurassic Period of what is now Wales dated at 201.3 ± 0.2 million years old.
The fossil was first discovered in 2014 by Rob and Nick Hanigan and Sam Davies at the Blue Lias Formation on the South Wales coast.","Dracoraptor is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 201.3 to 199.3 million years ago. Fossils were discovered in the Wales region at approximately latitude 51.406387 and longitude -3.169722. Description: Dracoraptor (meaning ""dragon thief"") is a genus of coelophysoid dinosaur that lived during the Hettangian stage of the Early Jurassic Period of what is now Wales dated at 201.3 ± 0.2 million years old.
The fossil was first discovered in 2014 by Rob and Nick Hanigan and Sam Davies at the Blue Lias Formation on the South Wales coast."
Dracovenator,461466,Unknown,Unknown,Unknown,201.3,190.8,Eastern Cape,26.976669,-30.816669,Saurischia,Unknown,"Dracovenator () is a genus of neotheropod dinosaur that lived approximately 201 to 199 million years ago during the early part of the Jurassic period in what is now South Africa. Dracovenator was a medium-sized, moderately built, ground-dwelling, bipedal carnivore, that could grow up to an estimated 5.5–6.5 metres (18–21 ft) in length and 250 kilograms (550 lb) in body mass.","Dracovenator is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 201.3 to 190.8 million years ago. Fossils were discovered in the Eastern Cape region at approximately latitude -30.816669 and longitude 27.700001. Description: Dracovenator () is a genus of neotheropod dinosaur that lived approximately 201 to 199 million years ago during the early part of the Jurassic period in what is now South Africa. Dracovenator was a medium-sized, moderately built, ground-dwelling, bipedal carnivore, that could grow up to an estimated 5.5–6.5 metres (18–21 ft) in length and 250 kilograms (550 lb) in body mass."
Dreadnoughtus,1227130,Unknown,Unknown,Unknown,83.6,66.0,Santa Cruz,-71.98333,-49.883331,Saurischia,Unknown,"The dreadnought was the predominant type of battleship in the early 20th century. The first of the kind, the Royal Navy's HMS Dreadnought, had such an effect when launched in 1906 that similar battleships built after her were referred to as ""dreadnoughts"", and earlier battleships became known as pre-dreadnoughts.","Dreadnoughtus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 83.6 to 66.0 million years ago. Fossils were discovered in the Santa Cruz region at approximately latitude -49.883331 and longitude -71.98333. Description: The dreadnought was the predominant type of battleship in the early 20th century. The first of the kind, the Royal Navy's HMS Dreadnought, had such an effect when launched in 1906 that similar battleships built after her were referred to as ""dreadnoughts"", and earlier battleships became known as pre-dreadnoughts."
Drinker,491451,Unknown,Unknown,Unknown,150.8,145.0,Wyoming,-106.145699,41.893055,Ornithischia,Unknown,DisambiguationError: driving,Drinker is a dinosaur classified under the 'Ornithischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 150.8 to 145.0 million years ago. Fossils were discovered in the Wyoming region at approximately latitude 41.98 and longitude -106.145699. Description: DisambiguationError: driving
Dromaeopodus,707864,Unknown,Unknown,Unknown,83.5,70.6,Cochabamba,-65.75,-18.116667,Saurischia,Dromaeopodidae,"The Toro Toro Formation is a Late Campanian geologic formation pertaining to the Puca Group of central Bolivia. The porous yellowish medium-to-coarse grained ferruginous (iron-containing) sandstones and mudstones with gypsum intercalations, deposited in a beach environment, preserve many ichnofossils of Ligabueichnium bolivianum, Dromaeopodus sp., Ornithopoda indet., Theropoda indet.","Dromaeopodus is a dinosaur classified under the 'Saurischia' class and belongs to the Dromaeopodidae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 129.4 to 100.5 million years ago. Fossils were discovered in the Shandong region at approximately latitude 35.21093 and longitude 118.718231. Description: The Toro Toro Formation is a Late Campanian geologic formation pertaining to the Puca Group of central Bolivia. The porous yellowish medium-to-coarse grained ferruginous (iron-containing) sandstones and mudstones with gypsum intercalations, deposited in a beach environment, preserve many ichnofossils of Ligabueichnium bolivianum, Dromaeopodus sp., Ornithopoda indet., Theropoda indet."
Dromaeosauripus,1223295,Unknown,Unknown,Unknown,129.4,125.0,Gyeongsangnam-do,127.984444,34.964722,Saurischia,Dromaeopodidae,"Dromaeosauripus is an ichnogenus of probable dromaeosaurid theropod dinosaurs from the Early Cretaceous of Asia and North America. First discovered in South Korea, probable dromaeosaurid footprints described as Dromaeosauripus have been also found in China and the United States.","Dromaeosauripus is a dinosaur classified under the 'Saurischia' class and belongs to the Dromaeopodidae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 129.4 to 125.0 million years ago. Fossils were discovered in the Gyeongsangnam-do region at approximately latitude 34.964722 and longitude 127.984444. Description: Dromaeosauripus is an ichnogenus of probable dromaeosaurid theropod dinosaurs from the Early Cretaceous of Asia and North America. First discovered in South Korea, probable dromaeosaurid footprints described as Dromaeosauripus have been also found in China and the United States."
Dromaeosauroides,635128,Unknown,Unknown,Unknown,145.0,140.2,Bornholm,14.752449,55.080208,Saurischia,Dromaeosauridae,"Dromaeosauroides is a genus of dromaeosaurid theropod dinosaur from the Early Cretaceous of what is now Denmark and possibly also England. It was discovered in the Jydegaard Formation in the Robbedale valley, on the island of Bornholm in the Baltic Sea.","Dromaeosauroides is a dinosaur classified under the 'Saurischia' class and belongs to the Dromaeosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 145.0 to 140.2 million years ago. Fossils were discovered in the Bornholm region at approximately latitude 55.080208 and longitude 14.752449. Description: Dromaeosauroides is a genus of dromaeosaurid theropod dinosaur from the Early Cretaceous of what is now Denmark and possibly also England. It was discovered in the Jydegaard Formation in the Robbedale valley, on the island of Bornholm in the Baltic Sea."
Dromaeosaurus,248041,carnivorous,small theropod,1.8,83.5,70.6,Alberta,-153.247498,41.568298,Saurischia,Dromaeosauridae,"Dromaeosaurus (; lit. 'running lizard') is a genus of dromaeosaurid theropod dinosaur that lived during the Late Cretaceous period (middle late Campanian and Maastrichtian), sometime between 80 and 69 million years ago, in Alberta, Canada and the western United States. The type species is Dromaeosaurus albertensis, which was described by William Diller Matthew and Barnum Brown in 1922.","Dromaeosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Dromaeosauridae family. It was a small theropod with a carnivorous diet. The estimated maximum length was 1.8 meters. Fossil records date from 145.0 to 100.5 million years ago. Fossils were discovered in the Alaska region at approximately latitude 69.146942 and longitude -153.247498. Description: Dromaeosaurus (; lit. 'running lizard') is a genus of dromaeosaurid theropod dinosaur that lived during the Late Cretaceous period (middle late Campanian and Maastrichtian), sometime between 80 and 69 million years ago, in Alberta, Canada and the western United States. The type species is Dromaeosaurus albertensis, which was described by William Diller Matthew and Barnum Brown in 1922."
Drusilasaura,941813,Unknown,Unknown,Unknown,99.6,89.3,Santa Cruz,-69.665276,-46.718056,Saurischia,Unknown,"Drusilasaura is an extinct genus of possible lognkosaurian titanosaur sauropod dinosaur which lived during the late Cretaceous (Cenomanian-Turonian stage) of Santa Cruz Province of southern Patagonia, Argentina.
Drusilasaura is known from the holotype MPM-PV 2097/1 to 2097/19, a partial skeleton including four dorsal vertebrae, a sacral vertebra, six caudal vertebrae, a left scapula, dorsal rib fragments and other fragments.","Drusilasaura is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 99.6 to 89.3 million years ago. Fossils were discovered in the Santa Cruz region at approximately latitude -46.718056 and longitude -69.665276. Description: Drusilasaura is an extinct genus of possible lognkosaurian titanosaur sauropod dinosaur which lived during the late Cretaceous (Cenomanian-Turonian stage) of Santa Cruz Province of southern Patagonia, Argentina.
Drusilasaura is known from the holotype MPM-PV 2097/1 to 2097/19, a partial skeleton including four dorsal vertebrae, a sacral vertebra, six caudal vertebrae, a left scapula, dorsal rib fragments and other fragments."
Dryosaurus,220165,herbivorous,ornithopod,4.0,157.3,145.0,Wyoming,-106.291,41.967098,Ornithischia,Dryosauridae,"Dryosaurus ( DRY-ə-SOR-əs, meaning 'tree lizard', Greek δρῦς (drys) meaning 'tree, oak' and σαυρος (sauros) meaning 'lizard'; the name reflects the forested habitat, not a vague oak-leaf shape of its cheek teeth as is sometimes assumed) is a genus of an ornithopod dinosaur that lived in the Late Jurassic period. It was an iguanodont (formerly classified as a hypsilophodont).","Dryosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Dryosauridae family. It was a ornithopod with a herbivorous diet. The estimated maximum length was 4.0 meters. Fossil records date from 157.3 to 145.0 million years ago. Fossils were discovered in the Wyoming region at approximately latitude 44.458099 and longitude -104.734703. Description: Dryosaurus ( DRY-ə-SOR-əs, meaning 'tree lizard', Greek δρῦς (drys) meaning 'tree, oak' and σαυρος (sauros) meaning 'lizard'; the name reflects the forested habitat, not a vague oak-leaf shape of its cheek teeth as is sometimes assumed) is a genus of an ornithopod dinosaur that lived in the Late Jurassic period. It was an iguanodont (formerly classified as a hypsilophodont)."
Dryptosaurus,255621,carnivorous,large theropod,6.4,70.6,66.0,Wyoming,-104.650002,40.299999,Saurischia,Unknown,"Dryptosaurus ( DRIP-toh-SOR-əs) is a genus of eutyrannosaurian theropod dinosaur that lived on the island continent of Appalachia approximately 67-66 million years ago during the end of the Maastrichtian age of the Late Cretaceous period. Dryptosaurus was a large, bipedal, ground-dwelling carnivore that could grow up to 7.5 metres (25 ft) long and weigh up to 756–1,500 kilograms (1,667–3,307 lb).","Dryptosaurus is a dinosaur classified under the 'Saurischia' class. It was a large theropod with a carnivorous diet. The estimated maximum length was 6.4 meters. Fossil records date from 105.3 to 99.6 million years ago. Fossils were discovered in the Navoi region at approximately latitude 40.099998 and longitude 65.800003. Description: Dryptosaurus ( DRIP-toh-SOR-əs) is a genus of eutyrannosaurian theropod dinosaur that lived on the island continent of Appalachia approximately 67-66 million years ago during the end of the Maastrichtian age of the Late Cretaceous period. Dryptosaurus was a large, bipedal, ground-dwelling carnivore that could grow up to 7.5 metres (25 ft) long and weigh up to 756–1,500 kilograms (1,667–3,307 lb)."
Dubreuillosaurus,297120,carnivorous,large theropod,Unknown,167.7,164.7,Basse-Normandie,0.4,49.416668,Saurischia,Megalosauridae,Dubreuillosaurus is a genus of carnivorous dinosaur from the middle Jurassic Period. It is a megalosaurid theropod.,Dubreuillosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Megalosauridae family. It was a large theropod with a carnivorous diet. The estimated maximum length was Unknown meters. Fossil records date from 167.7 to 164.7 million years ago. Fossils were discovered in the Basse-Normandie region at approximately latitude 49.416668 and longitude 0.4. Description: Dubreuillosaurus is a genus of carnivorous dinosaur from the middle Jurassic Period. It is a megalosaurid theropod.
Duriatitan,280927,Unknown,Unknown,Unknown,152.1,145.0,England,1.6333,50.766701,Saurischia,Unknown,"Duriatitan is a genus of titanosauriform sauropod dinosaur that lived in the Late Jurassic in what is now England. The holotype specimen of Duriatitan, BMNH 44635, is a partial left upper arm bone which was found by R.I. Smith near Sandsfoot, Weymouth in the lower Kimmeridge Clay from Dorset.","Duriatitan is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 152.1 to 145.0 million years ago. Fossils were discovered in the Nord-Pas-de-Calais region at approximately latitude 50.766701 and longitude 1.6333. Description: Duriatitan is a genus of titanosauriform sauropod dinosaur that lived in the Late Jurassic in what is now England. The holotype specimen of Duriatitan, BMNH 44635, is a partial left upper arm bone which was found by R.I. Smith near Sandsfoot, Weymouth in the lower Kimmeridge Clay from Dorset."
Duriavenator,516477,Unknown,Unknown,Unknown,171.6,167.7,England,-2.517778,50.961945,Saurischia,Megalosauridae,"Duriavenator is a genus of theropod dinosaur that lived in what is now England during the Middle Jurassic, about 168 million years ago. In 1882, upper and lower jaw bones of a dinosaur were collected near Sherborne in Dorset, and Richard Owen considered the fossils to belong to the species Megalosaurus bucklandii, the first named non-bird dinosaur.","Duriavenator is a dinosaur classified under the 'Saurischia' class and belongs to the Megalosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 171.6 to 167.7 million years ago. Fossils were discovered in the England region at approximately latitude 50.961945 and longitude -2.517778. Description: Duriavenator is a genus of theropod dinosaur that lived in what is now England during the Middle Jurassic, about 168 million years ago. In 1882, upper and lower jaw bones of a dinosaur were collected near Sherborne in Dorset, and Richard Owen considered the fossils to belong to the species Megalosaurus bucklandii, the first named non-bird dinosaur."
Dyoplosaurus,463124,Unknown,Unknown,Unknown,83.5,70.6,Alberta,-112.642403,48.935501,Ornithischia,Ankylosauridae,"Dyoplosaurus (meaning “double-armoured lizard”) is a monospecific genus of ankylosaurid dinosaur from Alberta that lived during the Late Cretaceous (middle Campanian, ~76.5–75  Ma) in what is now the Dinosaur Park Formation. Dyoplosaurus represents a close relative of Scolosaurus and Anodontosaurus, two ankylosaurids known from the Horseshoe Canyon and Dinosaur Park Formation.","Dyoplosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Ankylosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 83.5 to 70.6 million years ago. Fossils were discovered in the Alberta region at approximately latitude 50.749241 and longitude -111.471733. Description: Dyoplosaurus (meaning “double-armoured lizard”) is a monospecific genus of ankylosaurid dinosaur from Alberta that lived during the Late Cretaceous (middle Campanian, ~76.5–75  Ma) in what is now the Dinosaur Park Formation. Dyoplosaurus represents a close relative of Scolosaurus and Anodontosaurus, two ankylosaurids known from the Horseshoe Canyon and Dinosaur Park Formation."
Dysalotosaurus,475160,Unknown,Unknown,Unknown,155.7,150.8,Lindi,39.221272,-9.684436,Ornithischia,Dryosauridae,"Dysalotosaurus (""uncatchable lizard"") is a genus of herbivorous iguanodontian dinosaur. It was a dryosaurid iguanodontian, and its fossils have been found in late Kimmeridgian-age rocks (Late Jurassic) of the Tendaguru Formation of Lindi Region in Tanzania.","Dysalotosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Dryosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 155.7 to 150.8 million years ago. Fossils were discovered in the Lindi region at approximately latitude -9.684436 and longitude 39.221272. Description: Dysalotosaurus (""uncatchable lizard"") is a genus of herbivorous iguanodontian dinosaur. It was a dryosaurid iguanodontian, and its fossils have been found in late Kimmeridgian-age rocks (Late Jurassic) of the Tendaguru Formation of Lindi Region in Tanzania."
Dyslocosaurus,930951,Unknown,Unknown,Unknown,157.3,145.0,Wyoming,-104.28611,43.2425,Saurischia,Dicraeosauridae,"Dyslocosaurus (meaning ""hard-to-place lizard"") is the name given in 1992 to a genus of sauropod dinosaur from the Late Jurassic Period of Wyoming, North America.
The holotype or type specimen the genus is based on, AC 663, is part of the collection of the Amherst College Museum of Natural History.","Dyslocosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Dicraeosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 157.3 to 145.0 million years ago. Fossils were discovered in the Wyoming region at approximately latitude 43.2425 and longitude -104.28611. Description: Dyslocosaurus (meaning ""hard-to-place lizard"") is the name given in 1992 to a genus of sauropod dinosaur from the Late Jurassic Period of Wyoming, North America.
The holotype or type specimen the genus is based on, AC 663, is part of the collection of the Amherst College Museum of Natural History."
Dystrophaeus,296444,Unknown,Unknown,Unknown,161.2,155.7,Utah,-109.319168,38.122501,Saurischia,Unknown,"Dystrophaeus is an extinct genus of sauropod dinosaur. Its type and only species is Dystrophaeus viaemalae, named by Edward Drinker Cope in 1877.","Dystrophaeus is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 161.2 to 155.7 million years ago. Fossils were discovered in the Utah region at approximately latitude 38.122501 and longitude -109.319168. Description: Dystrophaeus is an extinct genus of sauropod dinosaur. Its type and only species is Dystrophaeus viaemalae, named by Edward Drinker Cope in 1877."
Echinodon,301092,Unknown,Unknown,Unknown,145.0,140.2,England,-2.029722,50.599998,Ornithischia,Heterodontosauridae,"Echinodon is a genus of heterodontosaurid dinosaur that lived during the earliest Cretaceous of southern England and possibly western France in the Berriasian epoch. The first specimens were jaw bones named Echinodon becklesii by Sir Richard Owen in 1861, and since their original description only additional teeth have been discovered.","Echinodon is a dinosaur classified under the 'Ornithischia' class and belongs to the Heterodontosauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 145.0 to 140.2 million years ago. Fossils were discovered in the England region at approximately latitude 50.599998 and longitude -1.966667. Description: Echinodon is a genus of heterodontosaurid dinosaur that lived during the earliest Cretaceous of southern England and possibly western France in the Berriasian epoch. The first specimens were jaw bones named Echinodon becklesii by Sir Richard Owen in 1861, and since their original description only additional teeth have been discovered."
Edmontonia,463123,herbivorous,armored dinosaur,4.0,83.5,66.0,Alberta,-106.88224,29.228554,Ornithischia,Nodosauridae,Page not found,Edmontonia is a dinosaur classified under the 'Ornithischia' class and belongs to the Nodosauridae family. It was a armored dinosaur with a herbivorous diet. The estimated maximum length was 4.0 meters. Fossil records date from 70.6 to 66.0 million years ago. Fossils were discovered in the Wyoming region at approximately latitude 41.935326 and longitude -106.88224. Description: Page not found
Edmontosaurus,280099,herbivorous,ornithopod,13.0,72.1,66.0,Wyoming,-106.400002,43.266701,Ornithischia,Hadrosauridae,"Edmontosaurus ( ed-MON-tə-SOR-əs) (meaning ""lizard from Edmonton""), with the second species often colloquially and historically known as Anatosaurus or Anatotitan (meaning ""duck lizard"" and ""giant duck""), is a genus of hadrosaurid (duck-billed) dinosaur. It contains two known species: Edmontosaurus regalis and Edmontosaurus annectens.","Edmontosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Hadrosauridae family. It was a ornithopod with a herbivorous diet. The estimated maximum length was 13.0 meters. Fossil records date from 70.6 to 66.0 million years ago. Fossils were discovered in the Montana region at approximately latitude 47.516701 and longitude -106.400002. Description: Edmontosaurus ( ed-MON-tə-SOR-əs) (meaning ""lizard from Edmonton""), with the second species often colloquially and historically known as Anatosaurus or Anatotitan (meaning ""duck lizard"" and ""giant duck""), is a genus of hadrosaurid (duck-billed) dinosaur. It contains two known species: Edmontosaurus regalis and Edmontosaurus annectens."
Efraasia,149988,Unknown,Unknown,Unknown,215.56,208.5,Baden-Württemberg,8.9764,49.023609,Saurischia,Unknown,"Efraasia (pronounced ""E-FRAHS-ee-A"") is a genus of basal sauropodomorph dinosaur. It was a herbivore which lived during the middle Norian stage of the Late Triassic, around 210 million years ago, in what is now Germany.","Efraasia is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 215.56 to 212.0 million years ago. Fossils were discovered in the Baden-Württemberg region at approximately latitude 49.0644 and longitude 8.9764. Description: Efraasia (pronounced ""E-FRAHS-ee-A"") is a genus of basal sauropodomorph dinosaur. It was a herbivore which lived during the middle Norian stage of the Late Triassic, around 210 million years ago, in what is now Germany."
Einiosaurus,229315,herbivorous,ceratopsian,6.0,83.6,72.1,Montana,-112.650002,48.966599,Ornithischia,Ceratopsidae,"Einiosaurus is a genus of herbivorous centrosaurine ceratopsian dinosaur from the Upper Cretaceous (Campanian stage) of northwestern Montana. The name means 'bison lizard', in a combination of Blackfeet Indian eini and Latinized Ancient Greek sauros; the specific name (procurvicornis) means 'with a forward-curving horn' in Latin.","Einiosaurus is a dinosaur classified under the 'Ornithischia' class and belongs to the Ceratopsidae family. It was a ceratopsian with a herbivorous diet. The estimated maximum length was 6.0 meters. Fossil records date from 83.6 to 72.1 million years ago. Fossils were discovered in the Montana region at approximately latitude 48.966599 and longitude -112.650002. Description: Einiosaurus is a genus of herbivorous centrosaurine ceratopsian dinosaur from the Upper Cretaceous (Campanian stage) of northwestern Montana. The name means 'bison lizard', in a combination of Blackfeet Indian eini and Latinized Ancient Greek sauros; the specific name (procurvicornis) means 'with a forward-curving horn' in Latin."
Ekrixinatosaurus,489952,Unknown,Unknown,Unknown,99.6,93.5,Neuquén,-69.133331,-38.033333,Saurischia,Abelisauridae,Ekrixinatosaurus ('explosion-born reptile') is a genus of abelisaurid theropod which lived approximately 100 to 97 million years ago during the Late Cretaceous period. Its fossils have been found in Argentina.,Ekrixinatosaurus is a dinosaur classified under the 'Saurischia' class and belongs to the Abelisauridae family. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 99.6 to 93.5 million years ago. Fossils were discovered in the Neuquén region at approximately latitude -38.033333 and longitude -69.133331. Description: Ekrixinatosaurus ('explosion-born reptile') is a genus of abelisaurid theropod which lived approximately 100 to 97 million years ago during the Late Cretaceous period. Its fossils have been found in Argentina.
Elaltitan,508504,Unknown,Unknown,Unknown,83.6,66.0,Chubut,-69.428497,-45.971951,Saurischia,Unknown,"Elaltitan is an extinct genus of large lithostrotian titanosaur sauropod dinosaur known from the Late Cretaceous (mid Cenomanian to Turonian stage) of Chubut Province, southern Argentina. It contains a single species, Elaltitan lilloi.","Elaltitan is a dinosaur classified under the 'Saurischia' class. It was a Unknown with a Unknown diet. The estimated maximum length was Unknown meters. Fossil records date from 83.6 to 66.0 million years ago. Fossils were discovered in the Chubut region at approximately latitude -45.971951 and longitude -69.428497. Description: Elaltitan is an extinct genus of large lithostrotian titanosaur sauropod dinosaur known from the Late Cretaceous (mid Cenomanian to Turonian stage) of Chubut Province, southern Argentina. It contains a single species, Elaltitan lilloi."
